card_type,card_language,card_year,card_name,card_set_name,card_number,card_rarity,card_rarity_short,card_detail,set_type,image_url,card_special,info_intern
One Piece Card Game,Japanese,2022,Overheat,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-086,Rare,R,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-086.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Officer Agents,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-087,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-087.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Desert Spada,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-088,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-088.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Crescent Cutlass,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-089,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-089.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Baroque Works,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-090,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-090.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,King,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-091,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-091.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,King (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-091,Leader,L,LEADER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-091_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Urashima,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-092,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-092.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Ulti,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-093,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-093.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Ulti (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-093,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-093_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kaido,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-094,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-094.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kaido (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-094,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-094_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kyoshirou,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-095,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-095.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,King,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-096,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-096.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,King (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-096,Super Rare,SR,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-096_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Queen,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-097,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-097.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Queen (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-097,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-097_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kurozumi Orochi,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-098,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-098.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kurozumi Semimaru,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-099,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-099.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Kurozumi Higurashi,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-100,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-100.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Sasaki,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-101,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-101.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Jack,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-102,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-102.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Jack (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-102,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-102_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Scratchmen Apoo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-103,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-103.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Speed,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-104,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-104.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Bao Huang,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-105,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-105.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Basil Hawkins,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-106,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-106.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Babanuki,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-107,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-107.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Hitokiri Kamazo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-108,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-108.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Who's.Who,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-109,Uncommon,UC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-109.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Fukurokuju,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-110,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-110.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Black Maria,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-111,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-111.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Page One,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-112,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-112.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Holedem,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-113,Common,C,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-113.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,X.Drake,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-114,Rare,R,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-114.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Elephant's Marchoo,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-115,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-115.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Artificial Devil Fruit SMILE,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-116,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-116.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Sheep's Horn,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-117,Common,C,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-117.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Ulti-Mortar,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-118,Uncommon,UC,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-118.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Thunder Bagua,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-119,Rare,R,EVENT,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-119.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Shanks,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-120,Secret Rare,SEC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-120.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Shanks (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-120,Secret Rare,SEC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-120_p1.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Shanks (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-120,Secret Rare,SEC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-120_p2.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Yamato,BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-121,Secret Rare,SEC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-121.png,,-ROMANCE DAWN- [OP-01]
One Piece Card Game,Japanese,2022,Yamato (Parallel),BOOSTER PACK -ROMANCE DAWN- [OP-01],OP01-121,Secret Rare,SEC,CHARACTER,[OP-01],https://asia-en.onepiece-cardgame.com//images/cardlist/card/OP01-121_p1.png,,-ROMANCE DAWN- [OP-01]
